employee_no,timestamp
202422,12-12-2019 20:08
202452,12-12-2019 09:55
202452,12-12-2019 19:03
202453,12-12-2019 09:57
202453,12-12-2019 19:08
202455,12-12-2019 11:00
202455,12-12-2019 20:12
202488,12-12-2019 09:08
202488,12-12-2019 19:14
202496,12-12-2019 08:30
202496,12-12-2019 18:07
202499,12-12-2019 07:50
202499,12-12-2019 17:36
202500,12-12-2019 09:29
202500,12-12-2019 18:37
202508,12-12-2019 08:46
202508,12-12-2019 18:14
202509,12-12-2019 07:46
202509,12-12-2019 17:34
202515,12-12-2019 07:38
202515,12-12-2019 17:18
202516,12-12-2019 07:31
202516,12-12-2019 17:17
202517,12-12-2019 07:37
202517,12-12-2019 17:22
202520,12-12-2019 09:02
202520,12-12-2019 17:25
202522,12-12-2019 07:57
202522,12-12-2019 17:06
202525,12-12-2019 07:53
202525,12-12-2019 17:05
202535,12-12-2019 07:21
202535,12-12-2019 17:33
202536,12-12-2019 07:50
202536,12-12-2019 17:45
202537,12-12-2019 07:44
202537,12-12-2019 17:02
202540,12-12-2019 08:46
202540,12-12-2019 18:15
202542,12-12-2019 07:49
202542,12-12-2019 17:32
202548,12-12-2019 07:46
202548,12-12-2019 17:23
202550,12-12-2019 08:01
202550,12-12-2019 17:30
202569,12-12-2019 07:17
202569,12-12-2019 17:27
202570,12-12-2019 07:20
202570,12-12-2019 14:04
202572,12-12-2019 07:30
202572,12-12-2019 17:26
202581,12-12-2019 07:37
202581,12-12-2019 17:31
202584,12-12-2019 07:35
202584,12-12-2019 17:19
202587,12-12-2019 07:04
202587,12-12-2019 17:38
202588,12-12-2019 07:57
202588,12-12-2019 17:22
202593,12-12-2019 10:57
202593,12-12-2019 16:32
202596,12-12-2019 08:50
202596,12-12-2019 18:06
202598,12-12-2019 10:27
202598,12-12-2019 20:11
202602,12-12-2019 07:37
202602,12-12-2019 17:22
202607,12-12-2019 08:43
202607,12-12-2019 18:41
202610,12-12-2019 08:48
202610,12-12-2019 18:41
202611,12-12-2019 07:33
202611,12-12-2019 17:55
202615,12-12-2019 07:20
202615,12-12-2019 17:32
202617,12-12-2019 07:42
202617,12-12-2019 17:42
202625,12-12-2019 10:53
202625,12-12-2019 21:30
202627,12-12-2019 09:15
202627,12-12-2019 17:55
202637,12-12-2019 08:40
202637,12-12-2019 18:31
202638,12-12-2019 08:46
202638,12-12-2019 18:36
202639,12-12-2019 08:49
202639,12-12-2019 18:36
202640,12-12-2019 08:46
202640,12-12-2019 18:31
202698,12-12-2019 08:46
202698,12-12-2019 18:39
202721,12-12-2019 08:46
202721,12-12-2019 18:32
202723,12-12-2019 08:34
202723,12-12-2019 18:31
202724,12-12-2019 08:38
202724,12-12-2019 18:48
202781,12-12-2019 09:48
202781,12-12-2019 19:10
202782,12-12-2019 09:47
202782,12-12-2019 19:10
202783,12-12-2019 08:57
202783,12-12-2019 17:52
202788,12-12-2019 07:01
202788,12-12-2019 17:44
202819,12-12-2019 10:06
202819,12-12-2019 19:30
202828,12-12-2019 10:21
202828,12-12-2019 19:55
202835,12-12-2019 07:59
202835,12-12-2019 17:04
202836,12-12-2019 10:56
202836,12-12-2019 21:40
202843,12-12-2019 07:48
202843,12-12-2019 17:26
202846,12-12-2019 08:10
202846,12-12-2019 17:31
202850,12-12-2019 09:51
202850,12-12-2019 18:52
202852,12-12-2019 10:12
202852,12-12-2019 19:04
202854,12-12-2019 10:07
202854,12-12-2019 20:10
202856,12-12-2019 07:53
202856,12-12-2019 17:19
202858,12-12-2019 07:32
202858,12-12-2019 17:26
202872,12-12-2019 07:41
202872,12-12-2019 18:02
202873,12-12-2019 10:27
202873,12-12-2019 20:11
202874,12-12-2019 08:43
202874,12-12-2019 18:05
202876,12-12-2019 07:43
202876,12-12-2019 18:01
202887,12-12-2019 09:50
202887,12-12-2019 19:07
202888,12-12-2019 10:16
202888,12-12-2019 19:34
202890,12-12-2019 09:31
202890,12-12-2019 19:12
202896,12-12-2019 09:43
202896,12-12-2019 19:19
202898,12-12-2019 14:10
202898,12-12-2019 15:40
202899,12-12-2019 10:09
202899,12-12-2019 18:45
202900,12-12-2019 09:38
202900,12-12-2019 17:36
202901,12-12-2019 08:27
202901,12-12-2019 17:52
202902,12-12-2019 10:04
202902,12-12-2019 19:39
202904,12-12-2019 09:08
202904,12-12-2019 19:24
202906,12-12-2019 09:28
202906,12-12-2019 18:06
202910,12-12-2019 09:49
202910,12-12-2019 19:19
202911,12-12-2019 08:55
202911,12-12-2019 19:02
202913,12-12-2019 09:08
202913,12-12-2019 18:38
202914,12-12-2019 09:01
202914,12-12-2019 18:31
202915,12-12-2019 07:53
202915,12-12-2019 19:01
202934,12-12-2019 10:00
202934,12-12-2019 19:58
202942,12-12-2019 09:36
202942,12-12-2019 19:31
202943,12-12-2019 08:48
202943,12-12-2019 18:13
202949,12-12-2019 08:57
202949,12-12-2019 19:19
202952,12-12-2019 08:47
202952,12-12-2019 19:43
202958,12-12-2019 09:07
202958,12-12-2019 19:47
202959,12-12-2019 09:13
202959,12-12-2019 19:01
202963,12-12-2019 09:18
202963,12-12-2019 19:33
203031,12-12-2019 09:07
203031,12-12-2019 19:47
203039,12-12-2019 08:42
203039,12-12-2019 18:44
203041,12-12-2019 08:33
203041,12-12-2019 18:44
203042,12-12-2019 08:39
203042,12-12-2019 19:08
203043,12-12-2019 08:37
203043,12-12-2019 19:07
203044,12-12-2019 08:41
203044,12-12-2019 18:22
203048,12-12-2019 08:42
203048,12-12-2019 18:44
203053,12-12-2019 09:19
203053,12-12-2019 19:50
203055,12-12-2019 08:52
203055,12-12-2019 18:44
203064,12-12-2019 08:54
203064,12-12-2019 18:36
203093,12-12-2019 08:55
203093,12-12-2019 18:43
203094,12-12-2019 09:29
203094,12-12-2019 20:05
203095,12-12-2019 08:53
203095,12-12-2019 19:42
203097,12-12-2019 09:27
203097,12-12-2019 19:13
203103,12-12-2019 09:21
203103,12-12-2019 19:25
203116,12-12-2019 08:53
203116,12-12-2019 18:58
203117,12-12-2019 08:59
203117,12-12-2019 19:06
203119,12-12-2019 09:59
203119,12-12-2019 18:22
203174,12-12-2019 07:22
203174,12-12-2019 17:42
203175,12-12-2019 07:23
203175,12-12-2019 17:38
203177,12-12-2019 07:42
203177,12-12-2019 17:38
203178,12-12-2019 07:27
203178,12-12-2019 17:43
203181,12-12-2019 07:18
203181,12-12-2019 17:28
203182,12-12-2019 07:36
203183,12-12-2019 07:33
203183,12-12-2019 17:26
203185,12-12-2019 07:35
203185,12-12-2019 17:42
203187,12-12-2019 07:41
203187,12-12-2019 17:40
203189,12-12-2019 07:34
203189,12-12-2019 17:44
203191,12-12-2019 07:31
203191,12-12-2019 17:17
203192,12-12-2019 07:20
203192,12-12-2019 17:50
203193,12-12-2019 08:47
203193,12-12-2019 18:04
203195,12-12-2019 06:56
203195,12-12-2019 17:24
203196,12-12-2019 07:27
203196,12-12-2019 17:38
203199,12-12-2019 08:48
203199,12-12-2019 18:05
203202,12-12-2019 08:53
203202,12-12-2019 18:05
203225,12-12-2019 12:13
203225,12-12-2019 21:30
203226,12-12-2019 10:18
203226,12-12-2019 18:03
203228,12-12-2019 10:12
203228,12-12-2019 19:02
203229,12-12-2019 10:10
203229,12-12-2019 18:40
203230,12-12-2019 10:34
203230,12-12-2019 22:54
203231,12-12-2019 09:15
203231,12-12-2019 20:04
203257,12-12-2019 08:43
203257,12-12-2019 18:00
203294,12-12-2019 09:56
203294,12-12-2019 19:02
203430,12-12-2019 08:33
203430,12-12-2019 17:32
203452,12-12-2019 08:37
203452,12-12-2019 18:20
203459,12-12-2019 08:53
203459,12-12-2019 18:21
203461,12-12-2019 08:37
203461,12-12-2019 18:13
203469,12-12-2019 08:53
203469,12-12-2019 18:11
203474,12-12-2019 07:56
203474,12-12-2019 18:10
203489,12-12-2019 08:24
203489,12-12-2019 18:16
203491,12-12-2019 08:24
203491,12-12-2019 18:16
203523,12-12-2019 08:45
203523,12-12-2019 18:08
203525,12-12-2019 08:35
203525,12-12-2019 18:04
203526,12-12-2019 08:39
203526,12-12-2019 18:10
203528,12-12-2019 08:32
203528,12-12-2019 18:07
203529,12-12-2019 09:13
203529,12-12-2019 18:26
203531,12-12-2019 08:30
203531,12-12-2019 18:22
203550,12-12-2019 08:36
203550,12-12-2019 18:05
203551,12-12-2019 08:53
203551,12-12-2019 18:23
203553,12-12-2019 08:40
203553,12-12-2019 18:05
203558,12-12-2019 08:35
203558,12-12-2019 18:16
203559,12-12-2019 08:30
203559,12-12-2019 18:10
203574,12-12-2019 12:06
203574,12-12-2019 18:16
203575,12-12-2019 09:24
203575,12-12-2019 17:42
203576,12-12-2019 10:12
203576,12-12-2019 18:32
203578,12-12-2019 09:35
203578,12-12-2019 18:51
203579,12-12-2019 08:58
203579,12-12-2019 16:43
203581,12-12-2019 09:47
203581,12-12-2019 18:50
203582,12-12-2019 10:02
203582,12-12-2019 18:30
203583,12-12-2019 14:14
203583,12-12-2019 18:29
203584,12-12-2019 08:30
203584,12-12-2019 19:50
203585,12-12-2019 10:09
203585,12-12-2019 19:20
203734,12-12-2019 09:16
203734,12-12-2019 17:41
203735,12-12-2019 09:08
203735,12-12-2019 20:04
203736,12-12-2019 07:37
203736,12-12-2019 17:21
203746,12-12-2019 07:35
203746,12-12-2019 17:39
203747,12-12-2019 07:45
203747,12-12-2019 17:31
203748,12-12-2019 10:38
203748,12-12-2019 20:18
203749,12-12-2019 10:31
203749,12-12-2019 20:21
203750,12-12-2019 11:50
203750,12-12-2019 22:27
203751,12-12-2019 08:39
203751,12-12-2019 19:12
203752,12-12-2019 09:41
203752,12-12-2019 19:15
203753,12-12-2019 08:24
203753,12-12-2019 18:57
203754,12-12-2019 09:44
203754,12-12-2019 18:50
203755,12-12-2019 09:26
203755,12-12-2019 18:52
203756,12-12-2019 11:34
203756,12-12-2019 22:27
203757,12-12-2019 09:54
203757,12-12-2019 21:03
203759,12-12-2019 08:39
203759,12-12-2019 18:57
203764,12-12-2019 07:37
203764,12-12-2019 17:34
203767,12-12-2019 07:44
203767,12-12-2019 17:32
203770,12-12-2019 07:42
203770,12-12-2019 17:34
203771,12-12-2019 07:38
203771,12-12-2019 17:17
203772,12-12-2019 06:59
203772,12-12-2019 17:41
203773,12-12-2019 07:30
203773,12-12-2019 17:55
203774,12-12-2019 07:23
203774,12-12-2019 17:38
203775,12-12-2019 07:26
203775,12-12-2019 17:32
203776,12-12-2019 07:33
203776,12-12-2019 17:49
203777,12-12-2019 07:41
203777,12-12-2019 17:40
203778,12-12-2019 07:41
203778,12-12-2019 17:40
203780,12-12-2019 07:57
203780,12-12-2019 17:34
203781,12-12-2019 07:49
203781,12-12-2019 16:45
203782,12-12-2019 07:15
203782,12-12-2019 17:26
203783,12-12-2019 07:27
203783,12-12-2019 17:27
203796,12-12-2019 10:05
203796,12-12-2019 16:14
203799,12-12-2019 10:15
203799,12-12-2019 18:50
203800,12-12-2019 09:59
203800,12-12-2019 18:45
203891,12-12-2019 10:23
203891,12-12-2019 20:09
203892,12-12-2019 07:42
203892,12-12-2019 17:24
203894,12-12-2019 10:46
203894,12-12-2019 20:15
203904,12-12-2019 10:48
203904,12-12-2019 11:52
203906,12-12-2019 12:07
203906,12-12-2019 21:11
203907,12-12-2019 08:59
203907,12-12-2019 18:59
203914,12-12-2019 08:59
203914,12-12-2019 18:59
203917,12-12-2019 10:41
203917,12-12-2019 20:06
203918,12-12-2019 09:54
203918,12-12-2019 20:32
203936,12-12-2019 09:56
203936,12-12-2019 19:27
203937,12-12-2019 07:39
203937,12-12-2019 17:03
203938,12-12-2019 07:35
203938,12-12-2019 17:16
203939,12-12-2019 09:59
203939,12-12-2019 20:07
203941,12-12-2019 10:40
203941,12-12-2019 20:09
203942,12-12-2019 09:53
203942,12-12-2019 17:44
203943,12-12-2019 10:18
203943,12-12-2019 18:59
203944,12-12-2019 09:31
203944,12-12-2019 18:50
203945,12-12-2019 09:24
203945,12-12-2019 18:49
203946,12-12-2019 10:14
203946,12-12-2019 18:27
203947,12-12-2019 09:16
203947,12-12-2019 19:27
204062,12-12-2019 10:00
204062,12-12-2019 19:16
204063,12-12-2019 08:59
204063,12-12-2019 18:32
204064,12-12-2019 09:33
204064,12-12-2019 19:26
204065,12-12-2019 09:33
204065,12-12-2019 19:17
204094,12-12-2019 07:41
204094,12-12-2019 17:44
204097,12-12-2019 07:46
204097,12-12-2019 17:25
204099,12-12-2019 07:23
204099,12-12-2019 17:45
204100,12-12-2019 07:39
204100,12-12-2019 17:49
204101,12-12-2019 07:25
204101,12-12-2019 17:23
204102,12-12-2019 07:22
204102,12-12-2019 17:41
204103,12-12-2019 07:12
204103,12-12-2019 17:28
204105,12-12-2019 07:14
204105,12-12-2019 17:41
204106,12-12-2019 07:36
204106,12-12-2019 17:49
204107,12-12-2019 07:42
204107,12-12-2019 17:42
204109,12-12-2019 07:35
204109,12-12-2019 17:42
204110,12-12-2019 07:51
204110,12-12-2019 17:53
204111,12-12-2019 07:24
204111,12-12-2019 17:36
204117,12-12-2019 07:37
204117,12-12-2019 17:41
204121,12-12-2019 07:37
204121,12-12-2019 17:29
204147,12-12-2019 09:13
204147,12-12-2019 19:08
204151,12-12-2019 10:16
204151,12-12-2019 19:16
204155,12-12-2019 09:20
204155,12-12-2019 17:29
204156,12-12-2019 09:33
204156,12-12-2019 18:51
204157,12-12-2019 09:34
204157,12-12-2019 19:20
204158,12-12-2019 07:49
204158,12-12-2019 16:36
204159,12-12-2019 10:59
204159,12-12-2019 20:40
204162,12-12-2019 08:54
204162,12-12-2019 19:06
204163,12-12-2019 09:11
204163,12-12-2019 19:11
204171,12-12-2019 07:53
204171,12-12-2019 18:52
204178,12-12-2019 09:08
204178,12-12-2019 19:35
204180,12-12-2019 08:51
204180,12-12-2019 19:05
204182,12-12-2019 08:51
204182,12-12-2019 18:20
204184,12-12-2019 08:54
204184,12-12-2019 19:06
204185,12-12-2019 09:38
204185,12-12-2019 19:09
204203,12-12-2019 08:42
204203,12-12-2019 13:23
204209,12-12-2019 08:46
204209,12-12-2019 20:22
204210,12-12-2019 08:55
204210,12-12-2019 19:07
204212,12-12-2019 10:44
204212,12-12-2019 21:08
204214,12-12-2019 09:47
204214,12-12-2019 19:05
204219,12-12-2019 08:53
204219,12-12-2019 18:36
204225,12-12-2019 09:04
204225,12-12-2019 18:46
204236,12-12-2019 08:54
204236,12-12-2019 19:21
204241,12-12-2019 08:26
204241,12-12-2019 18:03
204253,12-12-2019 07:51
204253,12-12-2019 17:25
204254,12-12-2019 07:28
204254,12-12-2019 17:23
204260,12-12-2019 08:26
204260,12-12-2019 17:51
204261,12-12-2019 08:38
204261,12-12-2019 17:58
204274,12-12-2019 09:16
204274,12-12-2019 18:31
204275,12-12-2019 09:05
204275,12-12-2019 18:31
204291,12-12-2019 08:45
204291,12-12-2019 18:08
204292,12-12-2019 08:51
204292,12-12-2019 18:06
204293,12-12-2019 08:44
204293,12-12-2019 18:04
204296,12-12-2019 08:43
204296,12-12-2019 18:03
204297,12-12-2019 08:41
204297,12-12-2019 18:12
204300,12-12-2019 08:47
204300,12-12-2019 18:06
204301,12-12-2019 08:41
204301,12-12-2019 18:03
204302,12-12-2019 08:52
204302,12-12-2019 18:04
204304,12-12-2019 08:55
204304,12-12-2019 18:05
204305,12-12-2019 08:48
204305,12-12-2019 14:00
204306,12-12-2019 08:52
204306,12-12-2019 18:04
204307,12-12-2019 08:51
204307,12-12-2019 18:04
204315,12-12-2019 09:59
204315,12-12-2019 19:01
204324,12-12-2019 09:56
204324,12-12-2019 19:24
204327,12-12-2019 09:42
204327,12-12-2019 19:07
204328,12-12-2019 09:50
204328,12-12-2019 18:58
204335,12-12-2019 08:55
204335,12-12-2019 12:15
204338,12-12-2019 09:49
204338,12-12-2019 16:04
204340,12-12-2019 10:42
204340,12-12-2019 18:41
204341,12-12-2019 11:10
204341,12-12-2019 20:24
204342,12-12-2019 10:52
204342,12-12-2019 20:18
204352,12-12-2019 09:36
204352,12-12-2019 18:36
204357,12-12-2019 09:50
204357,12-12-2019 19:09
204358,12-12-2019 09:27
204358,12-12-2019 18:06
204360,12-12-2019 08:52
204360,12-12-2019 19:31
204361,12-12-2019 09:31
204361,12-12-2019 19:24
204365,12-12-2019 08:14
204365,12-12-2019 19:02
204370,12-12-2019 09:11
204370,12-12-2019 18:29
204385,12-12-2019 10:38
204385,12-12-2019 18:37
204391,12-12-2019 07:27
204391,12-12-2019 17:38
204420,12-12-2019 07:14
204420,12-12-2019 17:42
204421,12-12-2019 07:31
204421,12-12-2019 17:41
204442,12-12-2019 07:06
204442,12-12-2019 17:26
204447,12-12-2019 07:31
204447,12-12-2019 17:29
204448,12-12-2019 07:39
204448,12-12-2019 17:26
204450,12-12-2019 07:16
204450,12-12-2019 17:29
204455,12-12-2019 07:35
204455,12-12-2019 17:26
204456,12-12-2019 07:35
204456,12-12-2019 17:26
204464,12-12-2019 09:03
204464,12-12-2019 18:04
204466,12-12-2019 08:51
204466,12-12-2019 18:14
204467,12-12-2019 08:26
204467,12-12-2019 18:14
204471,12-12-2019 08:48
204471,12-12-2019 18:06
204475,12-12-2019 08:31
204475,12-12-2019 18:19
204477,12-12-2019 08:45
204477,12-12-2019 18:04
204478,12-12-2019 09:01
204478,12-12-2019 18:08
204479,12-12-2019 08:34
204479,12-12-2019 18:10
204494,12-12-2019 07:31
204494,12-12-2019 17:19
204497,12-12-2019 11:35
204497,12-12-2019 19:55
204501,12-12-2019 07:51
204501,12-12-2019 17:22
204502,12-12-2019 07:34
204502,12-12-2019 17:26
204503,12-12-2019 07:41
204503,12-12-2019 17:22
204504,12-12-2019 07:09
204504,12-12-2019 17:23
204510,12-12-2019 09:44
204510,12-12-2019 18:14
204519,12-12-2019 08:45
204519,12-12-2019 18:02
204521,12-12-2019 08:43
204521,12-12-2019 18:06
204522,12-12-2019 08:38
204522,12-12-2019 18:02
204523,12-12-2019 08:23
204523,12-12-2019 18:06
204525,12-12-2019 08:37
204525,12-12-2019 18:09
204526,12-12-2019 08:23
204526,12-12-2019 18:09
204527,12-12-2019 08:37
204527,12-12-2019 18:09
204528,12-12-2019 08:22
204528,12-12-2019 18:03
204530,12-12-2019 09:29
204530,12-12-2019 18:12
204531,12-12-2019 09:31
204531,12-12-2019 16:16
204640,12-12-2019 09:12
204640,12-12-2019 14:15
204642,12-12-2019 10:14
204642,12-12-2019 20:32
204645,12-12-2019 09:56
204645,12-12-2019 18:59
204647,12-12-2019 12:22
204647,12-12-2019 18:19
204649,12-12-2019 10:02
204649,12-12-2019 19:02
204704,12-12-2019 10:04
204704,12-12-2019 19:48
204706,12-12-2019 10:40
204706,12-12-2019 20:04
204707,12-12-2019 10:14
204707,12-12-2019 19:59
204708,12-12-2019 08:26
204708,12-12-2019 17:44
204749,12-12-2019 08:31
204749,12-12-2019 19:59
204750,12-12-2019 08:31
204750,12-12-2019 18:25
204753,12-12-2019 08:49
204753,12-12-2019 18:04
204755,12-12-2019 08:37
204755,12-12-2019 18:05
204757,12-12-2019 08:38
204757,12-12-2019 18:04
204759,12-12-2019 08:29
204759,12-12-2019 18:05
204760,12-12-2019 08:41
204760,12-12-2019 18:02
204767,12-12-2019 08:40
204767,12-12-2019 18:06
204768,12-12-2019 08:50
204768,12-12-2019 18:07
204774,12-12-2019 08:26
204774,12-12-2019 18:06
204775,12-12-2019 08:30
204775,12-12-2019 18:11
204778,12-12-2019 10:31
204778,12-12-2019 22:51
204780,12-12-2019 08:44
204780,12-12-2019 17:04
204791,12-12-2019 07:39
204791,12-12-2019 17:33
204795,12-12-2019 07:27
204795,12-12-2019 17:42
204799,12-12-2019 07:35
204799,12-12-2019 17:40
204811,12-12-2019 07:28
204811,12-12-2019 17:42
204887,12-12-2019 07:56
204887,12-12-2019 19:32
204969,12-12-2019 09:42
204969,12-12-2019 19:45
204970,12-12-2019 09:41
204970,12-12-2019 19:45
204971,12-12-2019 08:45
204971,12-12-2019 18:01
204973,12-12-2019 10:09
204973,12-12-2019 15:49
204974,12-12-2019 09:33
204974,12-12-2019 19:35
204976,12-12-2019 09:40
204976,12-12-2019 20:02
204977,12-12-2019 08:59
204977,12-12-2019 17:32
204979,12-12-2019 10:16
204979,12-12-2019 14:58
204981,12-12-2019 09:38
204981,12-12-2019 20:02
204985,12-12-2019 08:55
204985,12-12-2019 18:15
204986,12-12-2019 08:55
204986,12-12-2019 18:52
204987,12-12-2019 09:10
204987,12-12-2019 19:21
204988,12-12-2019 09:16
204988,12-12-2019 18:52
204997,12-12-2019 08:52
204997,12-12-2019 18:36
205000,12-12-2019 08:52
205000,12-12-2019 18:36
205002,12-12-2019 08:52
205002,12-12-2019 19:13
205005,12-12-2019 09:01
205005,12-12-2019 18:32
205009,12-12-2019 08:59
205009,12-12-2019 19:36
205011,12-12-2019 08:59
205011,12-12-2019 19:21
205015,12-12-2019 09:16
205015,12-12-2019 19:16
205021,12-12-2019 08:54
205021,12-12-2019 18:26
205023,12-12-2019 10:22
205023,12-12-2019 20:16
205025,12-12-2019 08:53
205025,12-12-2019 19:02
205051,12-12-2019 09:21
205051,12-12-2019 19:04
205054,12-12-2019 09:58
205054,12-12-2019 19:07
205058,12-12-2019 09:11
205058,12-12-2019 18:54
205059,12-12-2019 10:10
205059,12-12-2019 19:45
205060,12-12-2019 09:15
205060,12-12-2019 19:07
205070,12-12-2019 07:31
205070,12-12-2019 15:34
205100,12-12-2019 08:30
205100,12-12-2019 17:36
205102,12-12-2019 08:02
205102,12-12-2019 17:28
205108,12-12-2019 07:07
205108,12-12-2019 17:23
205109,12-12-2019 07:13
205109,12-12-2019 17:22
205110,12-12-2019 07:18
205110,12-12-2019 17:23
205112,12-12-2019 07:30
205112,12-12-2019 17:23
205113,12-12-2019 07:25
205113,12-12-2019 17:22
205114,12-12-2019 07:37
205114,12-12-2019 17:36
205118,12-12-2019 08:50
205118,12-12-2019 19:09
205121,12-12-2019 15:54
205121,12-12-2019 19:47
205124,12-12-2019 07:12
205124,12-12-2019 17:22
205129,12-12-2019 10:24
205129,12-12-2019 19:09
205130,12-12-2019 10:38
205130,12-12-2019 19:27
205133,12-12-2019 11:05
205133,12-12-2019 19:11
205145,12-12-2019 11:12
205145,12-12-2019 18:32
205158,12-12-2019 09:01
205158,12-12-2019 19:10
205159,12-12-2019 09:08
205159,12-12-2019 19:46
205170,12-12-2019 09:55
205170,12-12-2019 19:04
205174,12-12-2019 09:21
205174,12-12-2019 19:44
205180,12-12-2019 08:48
205180,12-12-2019 19:09
205416,12-12-2019 11:15
205416,12-12-2019 19:00
205419,12-12-2019 08:35
205419,12-12-2019 19:00
205420,12-12-2019 08:53
205420,12-12-2019 19:00
205422,12-12-2019 08:53
205422,12-12-2019 19:00
205458,12-12-2019 08:37
205458,12-12-2019 18:06
205461,12-12-2019 08:22
205461,12-12-2019 18:04
205462,12-12-2019 08:24
205462,12-12-2019 18:02
205463,12-12-2019 08:37
205463,12-12-2019 18:15
205464,12-12-2019 08:23
205464,12-12-2019 18:09
205465,12-12-2019 08:22
205465,12-12-2019 18:02
205466,12-12-2019 08:54
205466,12-12-2019 19:00
205486,12-12-2019 09:36
205486,12-12-2019 21:40
205487,12-12-2019 10:09
205487,12-12-2019 20:13
205488,12-12-2019 07:20
205488,12-12-2019 17:06
205489,12-12-2019 10:16
205489,12-12-2019 20:06
205491,12-12-2019 07:37
205491,12-12-2019 17:16
205492,12-12-2019 07:15
205492,12-12-2019 17:10
205495,12-12-2019 07:39
205495,12-12-2019 17:20
205496,12-12-2019 08:40
205496,12-12-2019 18:53
205497,12-12-2019 10:44
205497,12-12-2019 21:40
205498,12-12-2019 09:35
205498,12-12-2019 20:13
205500,12-12-2019 10:31
205500,12-12-2019 20:13
205507,12-12-2019 09:32
205507,12-12-2019 18:39
205538,12-12-2019 08:38
205538,12-12-2019 18:18
205540,12-12-2019 08:03
205540,12-12-2019 18:05
205542,12-12-2019 09:01
205542,12-12-2019 18:27
205543,12-12-2019 08:22
205543,12-12-2019 18:08
205545,12-12-2019 08:28
205545,12-12-2019 18:17
205550,12-12-2019 08:35
205550,12-12-2019 18:33
205551,12-12-2019 08:30
205551,12-12-2019 18:08
205552,12-12-2019 08:28
205552,12-12-2019 18:08
205554,12-12-2019 08:23
205554,12-12-2019 18:34
205555,12-12-2019 08:50
205555,12-12-2019 18:34
205556,12-12-2019 09:01
205556,12-12-2019 18:27
205557,12-12-2019 08:18
205557,12-12-2019 18:34
205558,12-12-2019 08:55
205558,12-12-2019 18:02
205561,12-12-2019 08:53
205561,12-12-2019 18:04
205562,12-12-2019 08:53
205562,12-12-2019 18:11
205564,12-12-2019 07:42
205564,12-12-2019 18:02
205565,12-12-2019 08:36
205565,12-12-2019 18:24
205566,12-12-2019 09:23
205566,12-12-2019 19:01
205567,12-12-2019 10:23
205567,12-12-2019 16:56
205569,12-12-2019 10:04
205569,12-12-2019 19:20
205571,12-12-2019 10:17
205571,12-12-2019 22:00
205576,12-12-2019 10:14
205576,12-12-2019 18:50
205578,12-12-2019 10:17
205578,12-12-2019 18:39
205581,12-12-2019 10:55
205581,12-12-2019 18:00
205589,12-12-2019 08:53
205589,12-12-2019 19:18
205590,12-12-2019 09:36
205590,12-12-2019 20:12
205620,12-12-2019 07:24
205620,12-12-2019 17:40
205622,12-12-2019 07:08
205622,12-12-2019 17:33
205626,12-12-2019 07:30
205626,12-12-2019 17:27
205825,12-12-2019 08:37
205825,12-12-2019 12:26
205834,12-12-2019 10:28
205834,12-12-2019 20:06
205974,12-12-2019 09:04
205974,12-12-2019 17:41
205975,12-12-2019 09:22
205975,12-12-2019 18:48
205977,12-12-2019 10:12
205977,12-12-2019 19:22
205978,12-12-2019 09:30
205978,12-12-2019 18:26
205979,12-12-2019 10:02
205979,12-12-2019 19:18
205980,12-12-2019 09:30
205980,12-12-2019 18:46
205982,12-12-2019 09:18
205982,12-12-2019 18:51
205984,12-12-2019 09:31
205984,12-12-2019 18:43
205986,12-12-2019 09:54
205986,12-12-2019 16:55
206002,12-12-2019 07:28
206002,12-12-2019 17:11
206004,12-12-2019 07:39
206004,12-12-2019 17:21
206006,12-12-2019 07:33
206006,12-12-2019 17:26
206010,12-12-2019 07:09
206010,12-12-2019 17:11
206012,12-12-2019 07:54
206012,12-12-2019 17:23
206013,12-12-2019 10:13
206013,12-12-2019 18:37
206018,12-12-2019 09:29
206018,12-12-2019 19:09
206019,12-12-2019 09:06
206019,12-12-2019 20:11
206022,12-12-2019 09:47
206022,12-12-2019 19:51
206023,12-12-2019 09:36
206023,12-12-2019 18:52
206025,12-12-2019 07:24
206025,12-12-2019 17:16
206028,12-12-2019 07:26
206028,12-12-2019 17:19
206034,12-12-2019 07:14
206034,12-12-2019 17:11
206038,12-12-2019 08:14
206038,12-12-2019 17:26
206041,12-12-2019 07:33
206041,12-12-2019 17:19
206042,12-12-2019 08:48
206042,12-12-2019 17:59
206044,12-12-2019 07:41
206044,12-12-2019 17:20
206045,12-12-2019 07:28
206045,12-12-2019 17:20
206061,12-12-2019 07:32
206061,12-12-2019 17:07
206081,12-12-2019 08:40
206081,12-12-2019 18:05
206083,12-12-2019 09:38
206083,12-12-2019 19:13
206084,12-12-2019 08:42
206084,12-12-2019 18:04
206085,12-12-2019 08:52
206085,12-12-2019 18:05
206091,12-12-2019 09:48
206091,12-12-2019 11:46
206092,12-12-2019 08:43
206092,12-12-2019 18:24
206095,12-12-2019 08:56
206095,12-12-2019 18:35
206096,12-12-2019 08:43
206096,12-12-2019 18:55
206098,12-12-2019 08:40
206098,12-12-2019 18:26
206109,12-12-2019 08:55
206109,12-12-2019 18:23
206255,12-12-2019 09:41
206255,12-12-2019 19:13
206364,12-12-2019 09:30
206364,12-12-2019 19:18
206405,12-12-2019 09:30
