Email/Employee ID,ShiftDate,Intime Date,In Time,Outtime Date,Out Time,Break Duration
17153,2019-12-12,2019-12-12,09:12,2019-12-12,13:05,
17153,2019-12-13,2019-12-13,09:50,2019-12-13,16:37,
17173,2019-12-13,2019-12-13,08:57,2019-12-13,20:56,
17173,2019-12-14,2019-12-14,07:40,2019-12-14,18:59,
17192,2019-12-12,2019-12-12,08:33,2019-12-12,18:02,
17192,2019-12-14,2019-12-14,08:35,2019-12-14,18:03,
17195,2019-12-12,2019-12-12,09:34,2019-12-12,19:49,
17195,2019-12-13,2019-12-13,09:09,2019-12-13,20:11,
17195,2019-12-14,2019-12-14,09:20,2019-12-14,19:44,
17212,2019-12-12,2019-12-12,09:11,2019-12-12,18:30,
17212,2019-12-13,2019-12-13,09:48,2019-12-13,18:47,
17221,2019-12-12,2019-12-12,10:48,2019-12-12,19:40,
17221,2019-12-13,2019-12-13,10:38,2019-12-13,21:50,
17237,2019-12-12,2019-12-12,08:04,2019-12-12,17:33,
17237,2019-12-13,2019-12-13,07:56,2019-12-13,14:05,
17237,2019-12-14,2019-12-14,07:56,2019-12-14,17:38,
17243,2019-12-12,2019-12-12,07:24,2019-12-12,17:49,
17243,2019-12-13,2019-12-13,07:21,2019-12-13,17:47,
17296,2019-12-12,2019-12-12,07:54,2019-12-12,17:07,
17296,2019-12-13,2019-12-13,07:54,2019-12-13,17:02,
17296,2019-12-14,2019-12-14,07:28,2019-12-14,17:09,
17383,2019-12-12,2019-12-12,08:26,2019-12-12,18:56,
17383,2019-12-13,2019-12-13,08:33,2019-12-13,19:30,
17383,2019-12-14,2019-12-14,08:14,2019-12-14,19:24,
17386,2019-12-12,2019-12-12,08:43,2019-12-12,18:04,
17386,2019-12-13,2019-12-13,08:43,2019-12-13,18:06,
17386,2019-12-14,2019-12-14,08:42,2019-12-14,18:04,
17402,2019-12-12,2019-12-12,07:40,2019-12-12,17:03,
17402,2019-12-13,2019-12-13,07:50,2019-12-13,17:09,
17402,2019-12-14,2019-12-14,07:57,2019-12-14,17:19,
17406,2019-12-12,2019-12-12,07:34,2019-12-12,17:33,
17406,2019-12-13,2019-12-13,07:34,2019-12-13,17:18,
17406,2019-12-14,2019-12-14,07:35,2019-12-14,17:07,
17412,2019-12-12,2019-12-12,07:44,2019-12-12,17:41,
17412,2019-12-14,2019-12-14,07:37,2019-12-14,17:38,
17417,2019-12-12,2019-12-12,07:48,2019-12-12,17:27,
17417,2019-12-13,2019-12-13,07:50,2019-12-13,17:32,
17417,2019-12-14,2019-12-14,07:45,2019-12-14,17:32,
17438,2019-12-12,2019-12-12,07:41,2019-12-12,17:06,
17438,2019-12-13,2019-12-13,07:48,2019-12-13,17:18,
17438,2019-12-14,2019-12-14,07:47,2019-12-14,17:07,
17440,2019-12-12,2019-12-12,09:59,2019-12-12,18:15,
17441,2019-12-12,2019-12-12,09:23,2019-12-12,18:06,
17441,2019-12-13,2019-12-13,08:53,2019-12-13,17:44,
17441,2019-12-14,2019-12-14,09:15,2019-12-14,15:15,
17481,2019-12-13,2019-12-13,08:05,2019-12-13,17:45,
17481,2019-12-14,2019-12-14,08:05,2019-12-14,17:11,
17484,2019-12-12,2019-12-12,10:19,2019-12-12,19:15,
17484,2019-12-13,2019-12-13,10:30,2019-12-13,20:10,
17521,2019-12-13,2019-12-13,07:46,2019-12-13,15:51,
17521,2019-12-14,2019-12-14,07:44,2019-12-14,17:41,
17544,2019-12-12,2019-12-12,08:05,2019-12-12,18:17,
17544,2019-12-13,2019-12-13,08:24,2019-12-13,17:39,
17544,2019-12-14,2019-12-14,08:35,2019-12-14,17:46,
17591,2019-12-13,2019-12-13,07:39,2019-12-13,17:02,
17591,2019-12-14,2019-12-14,07:47,2019-12-14,17:01,
17593,2019-12-12,2019-12-12,08:52,2019-12-12,17:45,
17593,2019-12-13,2019-12-13,08:05,2019-12-13,17:12,
17597,2019-12-12,2019-12-12,07:38,2019-12-12,17:32,
17597,2019-12-13,2019-12-13,07:47,2019-12-13,17:41,
17598,2019-12-12,2019-12-12,07:38,2019-12-12,17:44,
17598,2019-12-13,2019-12-13,08:00,2019-12-13,12:05,
17607,2019-12-12,2019-12-12,09:39,2019-12-12,19:11,
17607,2019-12-13,2019-12-13,09:52,2019-12-13,19:21,
17607,2019-12-14,2019-12-14,09:37,2019-12-14,19:22,
17608,2019-12-12,2019-12-12,07:39,2019-12-12,17:31,
17608,2019-12-13,2019-12-13,07:47,2019-12-13,17:10,
17608,2019-12-14,2019-12-14,07:39,2019-12-14,13:30,
17623,2019-12-12,2019-12-12,08:54,2019-12-12,18:33,
17623,2019-12-13,2019-12-13,09:13,2019-12-13,18:38,
17623,2019-12-14,2019-12-14,08:53,2019-12-14,18:19,
17632,2019-12-12,2019-12-12,08:38,2019-12-12,18:16,
17675,2019-12-12,2019-12-12,08:14,2019-12-12,17:09,
17675,2019-12-13,2019-12-13,08:23,2019-12-13,17:05,
17675,2019-12-14,2019-12-14,08:03,2019-12-14,17:22,
17693,2019-12-12,2019-12-12,08:48,2019-12-12,18:43,
17693,2019-12-13,2019-12-13,08:33,2019-12-13,18:27,
17765,2019-12-13,2019-12-13,10:01,2019-12-13,19:57,
17765,2019-12-14,2019-12-14,11:51,2019-12-14,21:08,
17782,2019-12-12,2019-12-12,08:24,2019-12-12,19:20,
17782,2019-12-13,2019-12-13,08:34,2019-12-13,18:19,
17782,2019-12-14,2019-12-14,08:30,2019-12-14,18:06,
17791,2019-12-13,2019-12-13,10:08,2019-12-13,19:58,
17791,2019-12-14,2019-12-14,10:01,2019-12-14,19:31,
17794,2019-12-12,2019-12-12,08:33,2019-12-12,19:10,
17794,2019-12-13,2019-12-13,08:38,2019-12-13,18:07,
17794,2019-12-14,2019-12-14,09:05,2019-12-14,19:38,
17795,2019-12-12,2019-12-12,08:08,2019-12-12,21:19,
17795,2019-12-14,2019-12-14,07:42,2019-12-14,19:13,
17834,2019-12-12,2019-12-12,09:29,2019-12-12,18:39,
17838,2019-12-12,2019-12-12,07:57,2019-12-12,18:06,
17838,2019-12-13,2019-12-13,08:08,2019-12-13,18:50,
17904,2019-12-12,2019-12-12,14:03,2019-12-12,17:01,
17904,2019-12-13,2019-12-13,10:57,2019-12-13,17:35,
17907,2019-12-12,2019-12-12,09:55,2019-12-12,18:59,
17907,2019-12-13,2019-12-13,09:50,2019-12-13,18:55,
17968,2019-12-12,2019-12-12,08:56,2019-12-12,20:02,
17968,2019-12-13,2019-12-13,08:54,2019-12-13,18:03,
17996,2019-12-12,2019-12-12,08:00,2019-12-12,18:56,
17996,2019-12-13,2019-12-13,08:31,2019-12-13,17:10,
17996,2019-12-14,2019-12-14,09:12,2019-12-14,17:20,
17997,2019-12-12,2019-12-12,09:46,2019-12-12,18:40,
17997,2019-12-13,2019-12-13,09:59,2019-12-13,18:59,
17998,2019-12-12,2019-12-12,11:37,2019-12-12,21:22,
17998,2019-12-13,2019-12-13,07:36,2019-12-13,17:27,
18007,2019-12-13,2019-12-13,08:01,2019-12-13,20:46,
18007,2019-12-14,2019-12-14,07:47,2019-12-14,18:34,
18042,2019-12-12,2019-12-12,10:08,2019-12-12,19:22,
18042,2019-12-13,2019-12-13,10:45,2019-12-13,19:37,
18090,2019-12-12,2019-12-12,08:55,2019-12-12,19:01,
18090,2019-12-13,2019-12-13,08:12,2019-12-13,18:53,
18090,2019-12-14,2019-12-14,10:32,2019-12-14,18:56,
18092,2019-12-12,2019-12-12,09:42,2019-12-12,20:36,
18092,2019-12-13,2019-12-13,09:58,2019-12-13,17:54,
18101,2019-12-13,2019-12-13,10:47,2019-12-13,19:29,
18102,2019-12-12,2019-12-12,09:54,2019-12-12,18:00,
18102,2019-12-13,2019-12-13,09:25,2019-12-13,17:59,
18118,2019-12-12,2019-12-12,13:09,2019-12-12,21:50,
18118,2019-12-13,2019-12-13,13:23,2019-12-13,21:58,
18118,2019-12-14,2019-12-14,13:21,2019-12-14,22:06,
18136,2019-12-12,2019-12-12,09:48,2019-12-12,19:03,
18136,2019-12-13,2019-12-13,09:51,2019-12-13,19:11,
18162,2019-12-12,2019-12-12,09:36,2019-12-12,13:59,
18162,2019-12-13,2019-12-13,09:36,2019-12-13,19:44,
18166,2019-12-12,2019-12-12,09:19,2019-12-12,19:40,
18166,2019-12-13,2019-12-13,09:16,2019-12-13,19:43,
18166,2019-12-14,2019-12-14,09:12,2019-12-14,19:37,
18187,2019-12-12,2019-12-12,08:35,2019-12-12,15:43,
18233,2019-12-12,2019-12-12,10:48,2019-12-12,19:14,
18233,2019-12-13,2019-12-13,08:26,2019-12-13,19:59,
18259,2019-12-14,2019-12-14,08:34,2019-12-14,19:04,
18274,2019-12-12,2019-12-12,09:07,2019-12-12,18:31,
18334,2019-12-12,2019-12-12,05:33,2019-12-12,22:41,
18334,2019-12-13,2019-12-13,04:57,2019-12-13,07:05,
18334,2019-12-14,2019-12-14,20:54,2019-12-14,20:54,
18339,2019-12-12,2019-12-12,07:48,2019-12-12,17:25,
18339,2019-12-13,2019-12-13,07:42,2019-12-13,17:10,
18339,2019-12-14,2019-12-14,07:35,2019-12-14,17:11,
18368,2019-12-12,2019-12-12,08:34,2019-12-12,21:34,
18368,2019-12-13,2019-12-13,12:30,2019-12-13,19:07,
18373,2019-12-12,2019-12-12,09:11,2019-12-12,18:11,
18373,2019-12-13,2019-12-13,09:12,2019-12-13,18:25,
18402,2019-12-12,2019-12-12,08:48,2019-12-12,18:07,
18402,2019-12-13,2019-12-13,08:44,2019-12-13,18:14,
18402,2019-12-14,2019-12-14,08:44,2019-12-14,18:10,
18511,2019-12-12,2019-12-12,09:19,2019-12-12,18:39,
18511,2019-12-13,2019-12-13,09:11,2019-12-13,19:26,
18511,2019-12-14,2019-12-14,13:20,2019-12-14,19:06,
18524,2019-12-12,2019-12-12,09:11,2019-12-12,19:37,
18524,2019-12-13,2019-12-13,09:04,2019-12-13,19:47,
18524,2019-12-14,2019-12-14,09:00,2019-12-14,18:59,
18525,2019-12-12,2019-12-12,09:04,2019-12-12,19:53,
18525,2019-12-13,2019-12-13,09:07,2019-12-13,19:43,
18525,2019-12-14,2019-12-14,08:58,2019-12-14,19:36,
18549,2019-12-12,2019-12-12,10:02,2019-12-12,19:07,
18549,2019-12-13,2019-12-13,10:37,2019-12-13,18:42,
18566,2019-12-13,2019-12-13,07:35,2019-12-13,19:01,
18566,2019-12-14,2019-12-14,07:42,2019-12-14,19:12,
18642,2019-12-12,2019-12-12,08:20,2019-12-12,17:54,
18642,2019-12-13,2019-12-13,08:19,2019-12-13,17:20,
18644,2019-12-12,2019-12-12,09:59,2019-12-12,20:34,
18644,2019-12-13,2019-12-13,09:46,2019-12-13,18:07,
18649,2019-12-12,2019-12-12,11:12,2019-12-12,18:41,
18649,2019-12-13,2019-12-13,10:59,2019-12-13,18:47,
18653,2019-12-12,2019-12-12,08:56,2019-12-12,18:46,
18654,2019-12-12,2019-12-12,10:46,2019-12-12,20:04,
18654,2019-12-13,2019-12-13,10:10,2019-12-13,20:01,
18654,2019-12-14,2019-12-14,10:03,2019-12-14,20:02,
18680,2019-12-13,2019-12-13,10:20,2019-12-13,19:03,
18680,2019-12-14,2019-12-14,10:05,2019-12-14,19:05,
18767,2019-12-12,2019-12-12,07:57,2019-12-12,19:01,
18767,2019-12-13,2019-12-13,08:00,2019-12-13,18:32,
19029,2019-12-13,2019-12-13,09:02,2019-12-13,18:05,
19029,2019-12-14,2019-12-14,08:41,2019-12-14,18:04,
19040,2019-12-12,2019-12-12,07:37,2019-12-12,18:52,
19040,2019-12-13,2019-12-13,07:45,2019-12-13,18:15,
19043,2019-12-13,2019-12-13,08:38,2019-12-13,18:05,
19043,2019-12-14,2019-12-14,08:40,2019-12-14,18:01,
19053,2019-12-12,2019-12-12,07:42,2019-12-12,17:51,
19053,2019-12-13,2019-12-13,07:29,2019-12-13,17:27,
19053,2019-12-14,2019-12-14,07:33,2019-12-14,17:05,
19087,2019-12-12,2019-12-12,08:26,2019-12-12,17:09,
19087,2019-12-13,2019-12-13,08:46,2019-12-13,17:05,
19087,2019-12-14,2019-12-14,08:01,2019-12-14,17:22,
19110,2019-12-12,2019-12-12,09:11,2019-12-12,18:19,
19110,2019-12-13,2019-12-13,08:50,2019-12-13,18:22,
19111,2019-12-12,2019-12-12,10:47,2019-12-12,14:22,
19111,2019-12-13,2019-12-13,09:14,2019-12-13,19:14,
19111,2019-12-14,2019-12-14,10:58,2019-12-14,19:21,
19123,2019-12-12,2019-12-12,08:57,2019-12-12,19:14,
19124,2019-12-12,2019-12-12,08:37,2019-12-12,19:32,
19124,2019-12-13,2019-12-13,08:38,2019-12-13,19:51,
19126,2019-12-12,2019-12-12,08:49,2019-12-12,18:19,
19126,2019-12-13,2019-12-13,08:44,2019-12-13,18:06,
19126,2019-12-14,2019-12-14,08:54,2019-12-14,18:13,
19153,2019-12-12,2019-12-12,09:14,2019-12-12,18:48,
19153,2019-12-13,2019-12-13,09:32,2019-12-13,17:35,
19179,2019-12-14,2019-12-14,08:32,2019-12-14,16:03,
19312,2019-12-12,2019-12-12,07:02,2019-12-12,16:03,
19312,2019-12-13,2019-12-13,07:14,2019-12-13,16:09,
19312,2019-12-14,2019-12-14,07:30,2019-12-14,16:29,
19322,2019-12-12,2019-12-12,07:46,2019-12-12,17:09,
19322,2019-12-13,2019-12-13,07:53,2019-12-13,17:03,
19322,2019-12-14,2019-12-14,07:37,2019-12-14,17:21,
19329,2019-12-12,2019-12-12,07:36,2019-12-12,17:24,
19329,2019-12-13,2019-12-13,07:35,2019-12-13,17:06,
19329,2019-12-14,2019-12-14,07:32,2019-12-14,17:04,
19340,2019-12-12,2019-12-12,08:44,2019-12-12,17:34,
19340,2019-12-13,2019-12-13,08:39,2019-12-13,18:00,
19340,2019-12-14,2019-12-14,08:33,2019-12-14,17:19,
19355,2019-12-12,2019-12-12,07:38,2019-12-12,18:54,
19355,2019-12-13,2019-12-13,07:39,2019-12-13,18:15,
19355,2019-12-14,2019-12-14,08:58,2019-12-14,19:31,
19373,2019-12-12,2019-12-12,09:32,2019-12-12,18:33,
19625,2019-12-12,2019-12-12,10:30,2019-12-12,19:31,
19625,2019-12-13,2019-12-13,09:28,2019-12-13,18:42,
19629,2019-12-12,2019-12-12,10:19,2019-12-12,18:02,
19630,2019-12-12,2019-12-12,07:39,2019-12-12,18:52,
19630,2019-12-13,2019-12-13,07:45,2019-12-13,20:28,
19636,2019-12-12,2019-12-12,08:23,2019-12-12,18:10,
19636,2019-12-13,2019-12-13,08:24,2019-12-13,18:15,
19636,2019-12-14,2019-12-14,08:22,2019-12-14,18:11,
19637,2019-12-12,2019-12-12,08:22,2019-12-12,18:09,
19637,2019-12-13,2019-12-13,08:44,2019-12-13,18:07,
19637,2019-12-14,2019-12-14,08:22,2019-12-14,18:00,
19680,2019-12-12,2019-12-12,07:46,2019-12-12,17:35,
19680,2019-12-13,2019-12-13,07:36,2019-12-13,17:44,
19680,2019-12-14,2019-12-14,07:43,2019-12-14,17:18,
19694,2019-12-13,2019-12-13,08:44,2019-12-13,14:11,
19694,2019-12-14,2019-12-14,08:38,2019-12-14,18:01,
19698,2019-12-12,2019-12-12,09:04,2019-12-12,19:46,
19698,2019-12-13,2019-12-13,09:15,2019-12-13,19:11,
19724,2019-12-12,2019-12-12,08:42,2019-12-12,18:00,
19724,2019-12-13,2019-12-13,08:59,2019-12-13,18:01,
19724,2019-12-14,2019-12-14,08:50,2019-12-14,18:00,
19729,2019-12-12,2019-12-12,08:19,2019-12-12,18:09,
19729,2019-12-13,2019-12-13,08:15,2019-12-13,18:05,
19729,2019-12-14,2019-12-14,08:16,2019-12-14,18:07,
19751,2019-12-12,2019-12-12,09:48,2019-12-12,18:44,
19751,2019-12-13,2019-12-13,09:54,2019-12-13,18:34,
19751,2019-12-14,2019-12-14,10:03,2019-12-14,18:45,
19947,2019-12-12,2019-12-12,08:13,2019-12-12,16:01,
19947,2019-12-13,2019-12-13,07:37,2019-12-13,16:06,
19947,2019-12-14,2019-12-14,07:51,2019-12-14,16:10,
19971,2019-12-12,2019-12-12,08:53,2019-12-12,18:15,
19971,2019-12-13,2019-12-13,08:54,2019-12-13,18:12,
19982,2019-12-12,2019-12-12,08:57,2019-12-12,18:25,
19982,2019-12-13,2019-12-13,09:20,2019-12-13,18:23,
19983,2019-12-12,2019-12-12,00:51,2019-12-12,23:27,
19983,2019-12-13,2019-12-13,06:52,2019-12-13,22:14,
19983,2019-12-14,2019-12-14,08:04,2019-12-14,22:08,
19995,2019-12-12,2019-12-12,07:39,2019-12-12,17:07,
19995,2019-12-13,2019-12-13,07:47,2019-12-13,17:20,
19995,2019-12-14,2019-12-14,07:57,2019-12-14,17:16,
20003,2019-12-12,2019-12-12,09:40,2019-12-12,18:59,
20003,2019-12-13,2019-12-13,10:09,2019-12-13,19:34,
20003,2019-12-14,2019-12-14,09:50,2019-12-14,17:20,
20039,2019-12-12,2019-12-12,07:34,2019-12-12,17:20,
20039,2019-12-13,2019-12-13,07:44,2019-12-13,17:15,
20039,2019-12-14,2019-12-14,07:41,2019-12-14,17:07,
20053,2019-12-12,2019-12-12,08:39,2019-12-12,18:01,
20053,2019-12-13,2019-12-13,08:43,2019-12-13,18:01,
20053,2019-12-14,2019-12-14,08:28,2019-12-14,18:01,
20281,2019-12-12,2019-12-12,09:13,2019-12-12,20:05,
20281,2019-12-13,2019-12-13,09:07,2019-12-13,19:51,
20281,2019-12-14,2019-12-14,09:24,2019-12-14,19:52,
20290,2019-12-12,2019-12-12,08:48,2019-12-12,18:02,
20290,2019-12-13,2019-12-13,08:39,2019-12-13,18:05,
20290,2019-12-14,2019-12-14,08:51,2019-12-14,18:28,
20291,2019-12-12,2019-12-12,08:46,2019-12-12,18:06,
20291,2019-12-13,2019-12-13,08:46,2019-12-13,18:06,
20291,2019-12-14,2019-12-14,08:52,2019-12-14,18:08,
20297,2019-12-12,2019-12-12,11:11,2019-12-12,20:16,
20297,2019-12-13,2019-12-13,10:59,2019-12-13,20:36,
20297,2019-12-14,2019-12-14,10:47,2019-12-14,20:06,
20298,2019-12-12,2019-12-12,09:13,2019-12-12,18:23,
20298,2019-12-13,2019-12-13,09:46,2019-12-13,18:56,
20298,2019-12-14,2019-12-14,09:33,2019-12-14,18:34,
20310,2019-12-12,2019-12-12,07:56,2019-12-12,17:01,
20310,2019-12-13,2019-12-13,08:09,2019-12-13,17:04,
20339,2019-12-12,2019-12-12,10:20,2019-12-12,19:22,
20339,2019-12-13,2019-12-13,09:42,2019-12-13,19:32,
20352,2019-12-13,2019-12-13,13:35,2019-12-13,19:17,
20353,2019-12-12,2019-12-12,07:06,2019-12-12,17:42,
20353,2019-12-13,2019-12-13,06:59,2019-12-13,17:09,
20353,2019-12-14,2019-12-14,07:02,2019-12-14,17:16,
20358,2019-12-12,2019-12-12,10:04,2019-12-12,14:35,
20358,2019-12-13,2019-12-13,09:02,2019-12-13,18:02,
20358,2019-12-14,2019-12-14,07:47,2019-12-14,18:46,
20375,2019-12-12,2019-12-12,07:08,2019-12-12,18:07,
20375,2019-12-13,2019-12-13,07:17,2019-12-13,17:12,
20375,2019-12-14,2019-12-14,07:15,2019-12-14,17:02,
20380,2019-12-12,2019-12-12,07:28,2019-12-12,19:00,
20380,2019-12-13,2019-12-13,07:34,2019-12-13,18:49,
20380,2019-12-14,2019-12-14,07:17,2019-12-14,18:32,
20385,2019-12-12,2019-12-12,09:02,2019-12-12,18:12,
20385,2019-12-13,2019-12-13,08:35,2019-12-13,18:08,
20385,2019-12-14,2019-12-14,08:36,2019-12-14,18:14,
20390,2019-12-12,2019-12-12,08:30,2019-12-12,18:01,
20390,2019-12-13,2019-12-13,08:43,2019-12-13,18:00,
20390,2019-12-14,2019-12-14,08:38,2019-12-14,19:03,
20391,2019-12-12,2019-12-12,07:42,2019-12-12,17:22,
20391,2019-12-13,2019-12-13,07:48,2019-12-13,17:22,
20391,2019-12-14,2019-12-14,07:28,2019-12-14,17:03,
20524,2019-12-12,2019-12-12,10:11,2019-12-12,21:33,
20524,2019-12-13,2019-12-13,10:04,2019-12-13,20:22,
20542,2019-12-12,2019-12-12,12:04,2019-12-12,18:42,
20542,2019-12-13,2019-12-13,09:38,2019-12-13,19:25,
20544,2019-12-12,2019-12-12,08:43,2019-12-12,18:01,
20544,2019-12-13,2019-12-13,08:54,2019-12-13,18:12,
20544,2019-12-14,2019-12-14,08:50,2019-12-14,18:01,
20596,2019-12-12,2019-12-12,08:15,2019-12-12,17:24,
20596,2019-12-14,2019-12-14,08:12,2019-12-14,17:16,
20639,2019-12-12,2019-12-12,07:33,2019-12-12,18:01,
20639,2019-12-13,2019-12-13,07:37,2019-12-13,17:19,
20639,2019-12-14,2019-12-14,07:50,2019-12-14,17:10,
20641,2019-12-12,2019-12-12,08:24,2019-12-12,18:15,
20641,2019-12-13,2019-12-13,08:22,2019-12-13,18:12,
20641,2019-12-14,2019-12-14,08:39,2019-12-14,18:12,
20644,2019-12-13,2019-12-13,08:38,2019-12-13,18:10,
20644,2019-12-14,2019-12-14,08:42,2019-12-14,18:02,
20650,2019-12-12,2019-12-12,09:57,2019-12-12,18:53,
20650,2019-12-13,2019-12-13,10:07,2019-12-13,19:12,
20678,2019-12-12,2019-12-12,10:22,2019-12-12,19:59,
20678,2019-12-13,2019-12-13,10:05,2019-12-13,19:55,
20678,2019-12-14,2019-12-14,10:12,2019-12-14,19:34,
21118,2019-12-12,2019-12-12,11:45,2019-12-12,22:36,
21118,2019-12-13,2019-12-13,11:49,2019-12-13,21:02,
21118,2019-12-14,2019-12-14,11:50,2019-12-14,21:01,
21168,2019-12-12,2019-12-12,10:53,2019-12-12,17:20,
21168,2019-12-13,2019-12-13,09:45,2019-12-13,19:01,
21169,2019-12-12,2019-12-12,13:18,2019-12-12,20:57,
21179,2019-12-12,2019-12-12,12:06,2019-12-12,21:31,
21179,2019-12-13,2019-12-13,12:05,2019-12-13,21:32,
21179,2019-12-14,2019-12-14,11:46,2019-12-14,21:31,
21206,2019-12-12,2019-12-12,09:39,2019-12-12,19:08,
21206,2019-12-13,2019-12-13,10:15,2019-12-13,19:04,
21206,2019-12-14,2019-12-14,09:36,2019-12-14,19:02,
21207,2019-12-12,2019-12-12,07:40,2019-12-12,18:40,
21207,2019-12-13,2019-12-13,07:37,2019-12-13,18:14,
21207,2019-12-14,2019-12-14,07:40,2019-12-14,17:31,
21243,2019-12-12,2019-12-12,09:39,2019-12-12,19:07,
21243,2019-12-13,2019-12-13,10:58,2019-12-13,19:03,
21252,2019-12-14,2019-12-14,08:57,2019-12-14,18:18,
21258,2019-12-12,2019-12-12,07:37,2019-12-12,17:24,
21258,2019-12-13,2019-12-13,07:44,2019-12-13,17:05,
21258,2019-12-14,2019-12-14,07:40,2019-12-14,17:03,
21262,2019-12-13,2019-12-13,10:04,2019-12-13,19:01,
21262,2019-12-14,2019-12-14,10:01,2019-12-14,19:11,
21263,2019-12-12,2019-12-12,10:16,2019-12-12,18:28,
21263,2019-12-13,2019-12-13,10:06,2019-12-13,19:05,
21264,2019-12-12,2019-12-12,09:24,2019-12-12,18:53,
21264,2019-12-13,2019-12-13,09:39,2019-12-13,19:08,
21264,2019-12-14,2019-12-14,09:50,2019-12-14,19:31,
21454,2019-12-12,2019-12-12,10:10,2019-12-12,18:28,
21454,2019-12-13,2019-12-13,10:06,2019-12-13,19:00,
21456,2019-12-12,2019-12-12,08:46,2019-12-12,18:58,
21456,2019-12-13,2019-12-13,09:07,2019-12-13,18:18,
21483,2019-12-12,2019-12-12,07:27,2019-12-12,17:57,
21483,2019-12-13,2019-12-13,07:42,2019-12-13,17:12,
21483,2019-12-14,2019-12-14,07:37,2019-12-14,17:04,
21485,2019-12-12,2019-12-12,09:38,2019-12-12,18:41,
21485,2019-12-13,2019-12-13,09:57,2019-12-13,19:27,
21485,2019-12-14,2019-12-14,09:27,2019-12-14,20:39,
21486,2019-12-12,2019-12-12,09:20,2019-12-12,19:00,
21486,2019-12-13,2019-12-13,09:26,2019-12-13,18:59,
21486,2019-12-14,2019-12-14,09:26,2019-12-14,19:04,
21489,2019-12-12,2019-12-12,11:29,2019-12-12,21:11,
21489,2019-12-13,2019-12-13,14:58,2019-12-13,21:04,
21489,2019-12-14,2019-12-14,11:07,2019-12-14,21:05,
21514,2019-12-12,2019-12-12,07:19,2019-12-12,17:23,
21514,2019-12-13,2019-12-13,07:27,2019-12-13,17:10,
21514,2019-12-14,2019-12-14,07:33,2019-12-14,14:26,
21526,2019-12-12,2019-12-12,08:31,2019-12-12,18:47,
21526,2019-12-13,2019-12-13,09:13,2019-12-13,18:30,
21526,2019-12-14,2019-12-14,08:56,2019-12-14,19:06,
21605,2019-12-12,2019-12-12,08:39,2019-12-12,15:07,
21611,2019-12-13,2019-12-13,08:59,2019-12-13,18:51,
21611,2019-12-14,2019-12-14,08:40,2019-12-14,18:20,
21615,2019-12-13,2019-12-13,09:53,2019-12-13,19:07,
21615,2019-12-14,2019-12-14,08:54,2019-12-14,18:01,
21792,2019-12-12,2019-12-12,08:44,2019-12-12,18:44,
21792,2019-12-13,2019-12-13,09:00,2019-12-13,18:34,
21792,2019-12-14,2019-12-14,08:46,2019-12-14,18:22,
21887,2019-12-12,2019-12-12,07:28,2019-12-12,18:09,
21887,2019-12-13,2019-12-13,07:46,2019-12-13,18:06,
21887,2019-12-14,2019-12-14,07:44,2019-12-14,16:33,
21894,2019-12-12,2019-12-12,08:41,2019-12-12,18:06,
21894,2019-12-13,2019-12-13,08:54,2019-12-13,17:36,
21899,2019-12-12,2019-12-12,10:41,2019-12-12,20:33,
21899,2019-12-13,2019-12-13,10:43,2019-12-13,20:24,
21903,2019-12-12,2019-12-12,09:50,2019-12-12,19:13,
21903,2019-12-13,2019-12-13,09:48,2019-12-13,19:21,
21903,2019-12-14,2019-12-14,09:47,2019-12-14,19:02,
21904,2019-12-13,2019-12-13,07:27,2019-12-13,17:28,
21904,2019-12-14,2019-12-14,07:32,2019-12-14,17:17,
21914,2019-12-12,2019-12-12,08:03,2019-12-12,17:34,
21914,2019-12-13,2019-12-13,07:44,2019-12-13,17:54,
21914,2019-12-14,2019-12-14,08:48,2019-12-14,17:55,
21927,2019-12-12,2019-12-12,07:24,2019-12-12,18:23,
21927,2019-12-14,2019-12-14,07:22,2019-12-14,17:43,
21928,2019-12-12,2019-12-12,07:43,2019-12-12,17:50,
21928,2019-12-13,2019-12-13,07:42,2019-12-13,17:08,
21928,2019-12-14,2019-12-14,07:55,2019-12-14,17:32,
21947,2019-12-13,2019-12-13,06:49,2019-12-13,17:00,
21947,2019-12-14,2019-12-14,11:45,2019-12-14,18:00,
22208,2019-12-12,2019-12-12,09:14,2019-12-12,18:51,
22208,2019-12-13,2019-12-13,09:39,2019-12-13,18:36,
22208,2019-12-14,2019-12-14,09:28,2019-12-14,18:40,
22214,2019-12-12,2019-12-12,11:00,2019-12-12,20:18,
22214,2019-12-13,2019-12-13,11:12,2019-12-13,20:25,
22214,2019-12-14,2019-12-14,11:04,2019-12-14,20:41,
22216,2019-12-12,2019-12-12,07:44,2019-12-12,17:41,
22216,2019-12-13,2019-12-13,07:45,2019-12-13,17:13,
22216,2019-12-14,2019-12-14,07:44,2019-12-14,17:35,
22220,2019-12-12,2019-12-12,07:30,2019-12-12,17:52,
22220,2019-12-13,2019-12-13,07:32,2019-12-13,17:14,
22220,2019-12-14,2019-12-14,07:34,2019-12-14,17:22,
22232,2019-12-12,2019-12-12,07:46,2019-12-12,17:29,
22232,2019-12-13,2019-12-13,07:52,2019-12-13,17:21,
22232,2019-12-14,2019-12-14,07:48,2019-12-14,17:09,
22239,2019-12-12,2019-12-12,09:40,2019-12-12,19:04,
